Code,Days to Trade,FlowUS$m,Name,Shares to Trade,Status,days,effective_date,profit,relative_profit
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,-44,2020/11/30,89.47368421,0.742401851
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,-45,2020/11/30,85.96491228,-3.16135949
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,-46,2020/11/30,84.56140351,-3.986778693
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,-47,2020/11/30,86.31578947,-1.585413615
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,-48,2020/11/30,87.01754386,-0.115962637
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,-49,2020/11/30,88.42105263,0.3735964
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,-50,2020/11/30,89.47368421,2.122992175
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,-51,2020/11/30,89.47368421,1.686124277
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,-52,2020/11/30,90.1754386,1.403904467
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,-53,2020/11/30,91.92982456,3.984435318
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,-54,2020/11/30,91.57894737,4.046214432
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,-55,2020/11/30,87.36842105,-0.170705257
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,-56,2020/11/30,87.71929825,1.15283478
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,-57,2020/11/30,87.36842105,-0.43211478
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,-58,2020/11/30,88.77192982,0.66118298
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,-59,2020/11/30,87.01754386,-1.115560876
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,0,2020/11/30,100,0
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,1,2020/11/30,103.1578947,1.818993746
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,2,2020/11/30,110.877193,9.487447651
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,3,2020/11/30,110.5263158,9.104830575
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,4,2020/11/30,110.1754386,8.973862725
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,5,2020/11/30,111.2280702,10.79748216
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,6,2020/11/30,108.0701754,7.943594214
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,7,2020/11/30,105.9649123,4.511006232
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,8,2020/11/30,104.5614035,3.340912331
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,9,2020/11/30,104.2105263,3.382414237
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,10,2020/11/30,105.2631579,4.132703572
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,11,2020/11/30,104.2105263,3.248796519
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,12,2020/11/30,114.7368421,13.51196258
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,13,2020/11/30,111.5789474,10.16767642
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,14,2020/11/30,121.4035088,20.15596871
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,15,2020/11/30,119.2982456,18.23596205
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,16,2020/11/30,115.7894737,15.7789946
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,17,2020/11/30,114.3859649,14.04106323
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,18,2020/11/30,117.1929825,16.30498452
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,19,2020/11/30,113.3333333,12.48974853
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,20,2020/11/30,113.6842105,12.0937738
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,21,2020/11/30,112.9824561,8.690459811
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,22,2020/11/30,113.3333333,9.510360922
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,23,2020/11/30,117.8947368,14.77461936
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,24,2020/11/30,120.3508772,17.60812005
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,25,2020/11/30,131.2280702,28.87379558
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,26,2020/11/30,130.877193,26.88035108
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,27,2020/11/30,141.0526316,34.60096132
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,28,2020/11/30,157.8947368,51.34731731
TBIG.JK,12.48,71.2,Tower BersamaInfrastructure TbkPT,694012646,Delete,29,2020/11/30,148.7719298,41.11891068
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-1,2020/11/30,102.739726,1.941159656
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-2,2020/11/30,98.17351598,-2.218749625
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-3,2020/11/30,95.43378995,-4.048838607
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-4,2020/11/30,97.71689498,-1.269131152
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-5,2020/11/30,94.06392694,-2.507673922
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-6,2020/11/30,94.97716895,-1.999105961
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-7,2020/11/30,94.52054795,-2.810578098
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-8,2020/11/30,92.23744292,-6.17745447
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-9,2020/11/30,91.78082192,-6.226677623
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-10,2020/11/30,90.86757991,-5.168717806
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-11,2020/11/30,90.4109589,-6.136089892
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-12,2020/11/30,89.49771689,-6.401369193
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-13,2020/11/30,91.78082192,-2.438547204
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-14,2020/11/30,94.06392694,0.093294087
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-15,2020/11/30,91.32420091,-0.699630859
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-16,2020/11/30,90.4109589,-0.780788575
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-17,2020/11/30,89.9543379,0.313834631
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-18,2020/11/30,89.9543379,1.826113313
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-19,2020/11/30,90.4109589,3.487071824
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-20,2020/11/30,90.4109589,2.144803909
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-21,2020/11/30,90.86757991,2.273925313
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-22,2020/11/30,91.32420091,2.475984135
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-23,2020/11/30,91.32420091,2.443676793
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-24,2020/11/30,91.78082192,2.816124688
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-25,2020/11/30,91.78082192,2.976223834
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-26,2020/11/30,93.60730594,4.177783986
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-27,2020/11/30,93.15068493,3.995132268
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-28,2020/11/30,94.06392694,4.514595445
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-29,2020/11/30,94.06392694,5.500082866
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-30,2020/11/30,94.06392694,5.134639162
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-31,2020/11/30,93.60730594,4.225942354
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-32,2020/11/30,94.52054795,5.233571738
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-33,2020/11/30,94.52054795,5.396583842
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-34,2020/11/30,94.52054795,5.165817114
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-35,2020/11/30,93.15068493,5.43995897
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-36,2020/11/30,91.78082192,2.730967982
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-37,2020/11/30,92.23744292,3.291547506
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-38,2020/11/30,93.15068493,5.366189278
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-39,2020/11/30,93.60730594,6.264671821
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-40,2020/11/30,94.97716895,6.655970415
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-41,2020/11/30,94.06392694,5.690484332
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-42,2020/11/30,94.06392694,5.845325024
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-43,2020/11/30,94.97716895,6.167804209
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-44,2020/11/30,95.43378995,6.702507595
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-45,2020/11/30,94.52054795,5.394276175
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-46,2020/11/30,89.49771689,0.949534694
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-47,2020/11/30,94.52054795,6.619344856
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-48,2020/11/30,95.89041096,8.756904462
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-49,2020/11/30,95.89041096,7.842954727
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-50,2020/11/30,93.60730594,6.256613901
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-51,2020/11/30,95.89041096,8.102851026
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-52,2020/11/30,96.80365297,8.032118838
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-53,2020/11/30,96.80365297,8.858263725
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-54,2020/11/30,94.52054795,6.987815009
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-55,2020/11/30,93.15068493,5.611558622
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-56,2020/11/30,94.97716895,8.410705484
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-57,2020/11/30,93.60730594,5.806770103
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-58,2020/11/30,95.43378995,7.32304311
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,-59,2020/11/30,96.80365297,8.670548232
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,0,2020/11/30,100,0
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,1,2020/11/30,96.34703196,-4.991869027
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,2,2020/11/30,96.34703196,-5.042713368
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,3,2020/11/30,96.34703196,-5.074453251
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,4,2020/11/30,94.97716895,-6.224406922
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,5,2020/11/30,92.23744292,-8.193145094
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,6,2020/11/30,92.69406393,-7.432517298
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,7,2020/11/30,90.86757991,-10.58632614
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,8,2020/11/30,90.86757991,-10.35291127
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,9,2020/11/30,90.4109589,-10.41715317
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,10,2020/11/30,89.49771689,-11.63273743
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,11,2020/11/30,89.9543379,-11.0073919
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,12,2020/11/30,92.23744292,-8.987436606
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,13,2020/11/30,88.58447489,-12.82679606
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,14,2020/11/30,88.12785388,-13.11968618
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,15,2020/11/30,88.12785388,-12.93442968
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,16,2020/11/30,89.04109589,-10.96938319
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,17,2020/11/30,87.67123288,-12.67366881
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,18,2020/11/30,88.12785388,-12.76014405
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,19,2020/11/30,88.12785388,-12.71573092
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,20,2020/11/30,87.67123288,-13.91920385
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,21,2020/11/30,88.12785388,-16.16414245
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,22,2020/11/30,87.21461187,-16.60836054
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,23,2020/11/30,86.30136986,-16.81874762
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,24,2020/11/30,85.38812785,-17.35462929
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,25,2020/11/30,87.67123288,-14.68304172
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,26,2020/11/30,87.67123288,-16.32560902
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,27,2020/11/30,89.49771689,-16.95395336
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,28,2020/11/30,93.15068493,-13.3967346
TOWR.JK,14.85,120.6,Sarana MenaraNusantara Tbk PT,1780719082,Delete,29,2020/11/30,91.32420091,-16.32881823
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-1,2020/11/30,101.2886598,0.490093423
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-2,2020/11/30,97.42268041,-2.969585195
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-3,2020/11/30,94.32989691,-5.152731654
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-4,2020/11/30,97.16494845,-1.821077675
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-5,2020/11/30,96.13402062,-0.437580244
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-6,2020/11/30,97.68041237,0.704137461
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-7,2020/11/30,98.19587629,0.864750245
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-8,2020/11/30,97.16494845,-1.249948938
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-9,2020/11/30,95.87628866,-2.131210881
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-10,2020/11/30,93.55670103,-2.479596684
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-11,2020/11/30,93.29896907,-3.248079724
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-12,2020/11/30,94.32989691,-1.569189181
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-13,2020/11/30,95.36082474,1.141455621
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-14,2020/11/30,101.2886598,7.318026941
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-15,2020/11/30,99.74226804,7.718436269
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-16,2020/11/30,100,8.808252521
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-17,2020/11/30,95.87628866,6.235785392
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-18,2020/11/30,96.64948454,8.521259949
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-19,2020/11/30,95.36082474,8.436937662
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-20,2020/11/30,94.32989691,6.063741912
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-21,2020/11/30,94.32989691,5.736242311
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-22,2020/11/30,95.87628866,7.028071881
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-23,2020/11/30,93.55670103,4.676176911
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-24,2020/11/30,92.78350515,3.818807924
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-25,2020/11/30,92.26804124,3.463443153
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-26,2020/11/30,92.78350515,3.353983205
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-27,2020/11/30,94.58762887,5.432076202
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-28,2020/11/30,93.04123711,3.491905618
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-29,2020/11/30,93.04123711,4.477393039
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-30,2020/11/30,92.26804124,3.338753459
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-31,2020/11/30,91.2371134,1.85574982
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-32,2020/11/30,83.24742268,-6.039553526
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-33,2020/11/30,83.24742268,-5.876541423
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-34,2020/11/30,83.24742268,-6.107308151
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-35,2020/11/30,80.15463918,-7.556086787
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-36,2020/11/30,78.86597938,-10.18387455
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-37,2020/11/30,81.44329897,-7.502596447
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-38,2020/11/30,80.92783505,-6.856660602
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-39,2020/11/30,80.92783505,-6.414799064
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-40,2020/11/30,82.4742268,-5.84697173
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-41,2020/11/30,81.18556701,-7.187875598
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-42,2020/11/30,78.86597938,-9.352622535
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-43,2020/11/30,83.50515464,-5.304210102
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-44,2020/11/30,86.08247423,-2.648808133
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-45,2020/11/30,84.02061856,-5.105653214
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-46,2020/11/30,80.92783505,-7.62034715
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-47,2020/11/30,85.05154639,-2.849656697
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-48,2020/11/30,87.88659794,0.753091441
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-49,2020/11/30,87.62886598,-0.418590252
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-50,2020/11/30,89.17525773,1.824565697
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-51,2020/11/30,89.94845361,2.160893675
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-52,2020/11/30,91.75257732,2.98104319
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-53,2020/11/30,93.55670103,5.611311788
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-54,2020/11/30,89.69072165,2.157988713
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-55,2020/11/30,89.43298969,1.893863381
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-56,2020/11/30,92.26804124,5.701577771
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-57,2020/11/30,92.26804124,4.467505404
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-58,2020/11/30,93.04123711,4.930490269
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,-59,2020/11/30,92.78350515,4.650400419
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,0,2020/11/30,100,0
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,1,2020/11/30,95.87628866,-5.462612331
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,2,2020/11/30,103.0927835,1.703038173
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,3,2020/11/30,104.6391753,3.217690043
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,4,2020/11/30,104.6391753,3.437599386
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,5,2020/11/30,100,-0.430588016
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,6,2020/11/30,99.74226804,-0.384313184
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,7,2020/11/30,100.257732,-1.19617409
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,8,2020/11/30,103.0927835,1.872292328
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,9,2020/11/30,109.2783505,8.450238437
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,10,2020/11/30,108.2474227,7.116968357
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,11,2020/11/30,115.4639175,14.50218773
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,12,2020/11/30,142.7835052,41.55862563
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,13,2020/11/30,134.0206186,32.60934761
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,14,2020/11/30,130.9278351,29.68029499
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,15,2020/11/30,132.4742268,31.41194324
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,16,2020/11/30,128.8659794,28.8555003
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,17,2020/11/30,125.257732,24.91283028
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,18,2020/11/30,140.7216495,39.83365155
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,19,2020/11/30,136.5979381,35.75435335
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,20,2020/11/30,136.0824742,34.4920375
MDKA.JK,11.32,124.7,Merdeka CopperGold Tbk PT,996340420,Delete,21,2020/11/30,130.9278351,26.63583872
