Code,Days to Trade,FlowUS$m,Name,Shares to Trade,Status,days,effective_date,profit,relative_profit
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,-51,2020/11/30,91.32653061,3.538970679
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,-52,2020/11/30,92.68707483,3.9155407
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,-53,2020/11/30,92.85714286,4.911753614
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,-54,2020/11/30,89.79591837,2.263185431
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,-55,2020/11/30,87.41496599,-0.124160323
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,-56,2020/11/30,85.71428571,-0.852177752
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,-57,2020/11/30,89.11564626,1.315110426
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,-58,2020/11/30,88.43537415,0.324627305
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,-59,2020/11/30,85.88435374,-2.248750994
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,0,2020/11/30,100,0
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,1,2020/11/30,96.76870748,-4.570193507
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,2,2020/11/30,97.61904762,-3.770697713
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,3,2020/11/30,97.44897959,-3.972505623
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,4,2020/11/30,99.48979592,-1.711779954
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,5,2020/11/30,101.0204082,0.589820147
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,6,2020/11/30,103.5714286,3.444847346
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,7,2020/11/30,103.5714286,2.117522523
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,8,2020/11/30,107.6530612,6.432570047
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,9,2020/11/30,112.9251701,12.09705799
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,10,2020/11/30,112.585034,11.45457969
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,11,2020/11/30,112.0748299,11.11310013
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,12,2020/11/30,112.755102,11.53022251
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,13,2020/11/30,116.4965986,15.08532769
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,14,2020/11/30,116.8367347,15.58919463
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,15,2020/11/30,113.4353741,12.37309059
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,16,2020/11/30,111.3945578,11.38407874
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,17,2020/11/30,112.414966,12.0700643
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,18,2020/11/30,112.9251701,12.03717213
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,19,2020/11/30,112.0748299,11.23124513
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,20,2020/11/30,113.2653061,11.6748694
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,21,2020/11/30,112.9251701,8.633173739
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,22,2020/11/30,113.9455782,10.12260582
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,23,2020/11/30,112.585034,9.464916527
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,24,2020/11/30,115.6462585,12.90350136
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,25,2020/11/30,115.3061224,12.95184785
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,26,2020/11/30,112.244898,8.248056059
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,27,2020/11/30,113.9455782,7.493907972
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,28,2020/11/30,114.4557823,7.908362777
9697.T,5.82,230.5,Capcom Co Ltd,4194569,Add,29,2020/11/30,117.8571429,10.20412371
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-1,2020/11/30,99.81981982,-0.978746551
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-2,2020/11/30,99.81981982,-0.572445787
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-3,2020/11/30,97.83783784,-1.644790724
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-4,2020/11/30,96.21621622,-2.769809913
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-5,2020/11/30,94.59459459,-1.977006268
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-6,2020/11/30,95.31531532,-1.660959595
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-7,2020/11/30,91.71171171,-5.619414332
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-8,2020/11/30,89.90990991,-8.504987482
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-9,2020/11/30,91.53153153,-6.475968009
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-10,2020/11/30,91.35135135,-4.684946363
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-11,2020/11/30,90.45045045,-6.096598346
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-12,2020/11/30,87.65765766,-8.24142843
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-13,2020/11/30,87.92792793,-6.291441194
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-14,2020/11/30,101.2612613,7.290628408
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-15,2020/11/30,98.1981982,6.174366426
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-16,2020/11/30,97.47747748,6.285729998
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-17,2020/11/30,95.13513514,5.494631867
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-18,2020/11/30,91.89189189,3.763667305
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-19,2020/11/30,92.25225225,5.328365172
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-20,2020/11/30,95.31531532,7.04916032
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-21,2020/11/30,92.97297297,4.379318377
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-22,2020/11/30,89.81981982,0.971603041
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-23,2020/11/30,87.11711712,-1.763407003
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-24,2020/11/30,89.00900901,0.044311779
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-25,2020/11/30,89.45945946,0.654861376
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-26,2020/11/30,91.17117117,1.741649221
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-27,2020/11/30,93.87387387,4.71832121
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-28,2020/11/30,94.23423423,4.684902739
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-29,2020/11/30,92.97297297,4.409128899
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-30,2020/11/30,94.59459459,5.665306816
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-31,2020/11/30,96.21621622,6.834852635
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-32,2020/11/30,95.13513514,5.848158928
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-33,2020/11/30,94.77477477,5.650810671
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-34,2020/11/30,93.51351351,4.158782682
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-35,2020/11/30,91.17117117,3.460445209
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-36,2020/11/30,90.81081081,1.760956875
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-37,2020/11/30,89.27927928,0.333383863
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-38,2020/11/30,89.54954955,1.765053896
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-39,2020/11/30,87.02702703,-0.315607088
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-40,2020/11/30,88.28828829,-0.032910246
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-41,2020/11/30,89.18918919,0.815746581
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-42,2020/11/30,84.32432432,-3.894277592
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-43,2020/11/30,84.32432432,-4.485040416
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-44,2020/11/30,79.27927928,-9.45200308
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-45,2020/11/30,78.55855856,-10.56771321
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-46,2020/11/30,76.30630631,-12.24187589
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-47,2020/11/30,76.93693694,-10.96426615
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-48,2020/11/30,73.69369369,-13.4398128
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-49,2020/11/30,72.7027027,-15.34475353
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-50,2020/11/30,73.78378378,-13.56690825
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-51,2020/11/30,76.48648649,-11.30107345
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-52,2020/11/30,79.36936937,-9.40216476
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-53,2020/11/30,77.83783784,-10.10755141
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-54,2020/11/30,76.93693694,-10.595796
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-55,2020/11/30,75.76576577,-11.77336054
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-56,2020/11/30,75.76576577,-10.8006977
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-57,2020/11/30,78.28828829,-9.512247544
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-58,2020/11/30,79.0990991,-9.011647745
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,-59,2020/11/30,78.46846847,-9.664636267
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,0,2020/11/30,100,0
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,1,2020/11/30,101.2612613,-0.077639729
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,2,2020/11/30,100.7207207,-0.669024611
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,3,2020/11/30,101.8018018,0.380316587
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,4,2020/11/30,103.7837838,2.582207912
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,5,2020/11/30,104.5045045,4.073916488
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,6,2020/11/30,107.3873874,7.260806162
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,7,2020/11/30,107.027027,5.573120979
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,8,2020/11/30,109.3693694,8.148878192
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,9,2020/11/30,114.4144144,13.58630234
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,10,2020/11/30,116.2162162,15.08576189
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,11,2020/11/30,114.7747748,13.81304498
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,12,2020/11/30,115.8558559,14.63097633
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,13,2020/11/30,120.9009009,19.48962995
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,14,2020/11/30,116.3963964,15.14885633
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,15,2020/11/30,113.3333333,12.27104977
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,16,2020/11/30,109.1891892,9.17871011
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,17,2020/11/30,112.4324324,12.08753075
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,18,2020/11/30,112.0720721,11.18407414
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,19,2020/11/30,110.6306306,9.787045832
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,20,2020/11/30,111.5315315,9.941094807
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,21,2020/11/30,111.7117117,7.419715383
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,22,2020/11/30,113.5135135,9.690541102
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,23,2020/11/30,110.990991,7.870873504
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,24,2020/11/30,112.4324324,9.689675292
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,25,2020/11/30,110.6306306,8.276356036
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,26,2020/11/30,108.4684685,4.471626568
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,27,2020/11/30,111.8918919,5.440221633
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,28,2020/11/30,110.990991,4.443571455
3635.T,5.11,105.5,Koei TecmoHoldings Co Ltd,2155586,Add,29,2020/11/30,111.8918919,4.238872744
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-1,2020/11/30,101.5606242,0.762057879
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-2,2020/11/30,100.4801921,0.08792647
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-3,2020/11/30,97.4789916,-2.003636965
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-4,2020/11/30,94.59783914,-4.388186993
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-5,2020/11/30,90.99639856,-5.575202303
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-6,2020/11/30,91.95678271,-5.019492197
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-7,2020/11/30,91.71668667,-5.614439369
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-8,2020/11/30,92.19687875,-6.218018641
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-9,2020/11/30,92.43697479,-5.57052475
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-10,2020/11/30,88.95558223,-7.080715482
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-11,2020/11/30,91.47659064,-5.07045816
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-12,2020/11/30,89.31572629,-6.583359798
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-13,2020/11/30,86.67466987,-7.544699254
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-14,2020/11/30,90.03601441,-3.934618447
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-15,2020/11/30,89.07563025,-2.94820152
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-16,2020/11/30,88.1152461,-3.076501381
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-17,2020/11/30,85.47418968,-4.166313592
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-18,2020/11/30,83.19327731,-4.934947276
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-19,2020/11/30,82.59303721,-4.330849865
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-20,2020/11/30,79.95198079,-8.314174203
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-21,2020/11/30,80.55222089,-8.041433708
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-22,2020/11/30,80.79231693,-8.055899852
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-23,2020/11/30,79.11164466,-9.768879463
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-24,2020/11/30,81.51260504,-7.452092188
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-25,2020/11/30,81.272509,-7.53208908
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-26,2020/11/30,81.8727491,-7.55677285
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-27,2020/11/30,81.51260504,-7.642947622
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-28,2020/11/30,83.43337335,-6.115958146
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-29,2020/11/30,81.51260504,-7.051239032
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-30,2020/11/30,81.99279712,-6.936490659
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-31,2020/11/30,82.95318127,-6.428182309
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-32,2020/11/30,80.91236495,-8.374611261
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-33,2020/11/30,80.91236495,-8.211599157
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-34,2020/11/30,81.03241297,-8.322317866
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-35,2020/11/30,80.91236495,-6.798361016
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-36,2020/11/30,81.63265306,-7.417200875
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-37,2020/11/30,78.63145258,-10.31444284
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-38,2020/11/30,76.71068427,-11.07381138
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-39,2020/11/30,78.27130852,-9.071325592
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-40,2020/11/30,78.87154862,-9.449649915
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-41,2020/11/30,80.67226891,-7.701173701
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-42,2020/11/30,77.31092437,-10.90767755
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-43,2020/11/30,79.11164466,-9.697720083
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-44,2020/11/30,76.83073229,-11.90055007
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-45,2020/11/30,74.66986795,-14.45640382
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-46,2020/11/30,72.74909964,-15.79908256
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-47,2020/11/30,72.14885954,-15.75234355
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-48,2020/11/30,69.14765906,-17.98584743
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-49,2020/11/30,67.70708283,-20.3403734
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-50,2020/11/30,66.02641056,-21.32428147
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-51,2020/11/30,65.54621849,-22.24134145
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-52,2020/11/30,67.10684274,-21.66469139
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-53,2020/11/30,67.34693878,-20.59845047
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-54,2020/11/30,66.38655462,-21.14617831
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-55,2020/11/30,67.10684274,-20.43228357
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-56,2020/11/30,67.58703481,-18.97942865
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-57,2020/11/30,68.66746699,-19.13306885
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-58,2020/11/30,69.86794718,-18.24279967
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,-59,2020/11/30,70.82833133,-17.3047734
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,0,2020/11/30,100,0
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,1,2020/11/30,101.2004802,-0.138420798
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,2,2020/11/30,103.3613445,1.971599206
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,3,2020/11/30,99.15966387,-2.261821349
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,4,2020/11/30,99.87995198,-1.321623891
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,5,2020/11/30,98.31932773,-2.111260285
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,6,2020/11/30,101.9207683,1.794187082
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,7,2020/11/30,103.2412965,1.78739047
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,8,2020/11/30,99.75990396,-1.460587216
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,9,2020/11/30,102.4009604,1.572848306
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,10,2020/11/30,104.5618247,3.431370407
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,11,2020/11/30,105.1620648,4.200335029
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,12,2020/11/30,106.242497,5.01761747
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,13,2020/11/30,105.5222089,4.110937934
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,14,2020/11/30,102.7611044,1.513564377
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,15,2020/11/30,104.6818727,3.619589187
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,16,2020/11/30,104.2016807,4.191201593
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,17,2020/11/30,108.0432173,7.698315605
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,18,2020/11/30,109.9639856,9.075987658
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,19,2020/11/30,109.6038415,8.760256738
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,20,2020/11/30,112.605042,11.01460529
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,21,2020/11/30,111.7647059,7.472709553
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,22,2020/11/30,110.6842737,6.861301298
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,23,2020/11/30,110.2040816,7.083964146
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,24,2020/11/30,111.8847539,9.141996761
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,25,2020/11/30,108.7635054,6.409230808
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,26,2020/11/30,109.9639856,5.967143694
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,27,2020/11/30,110.0840336,3.632363354
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,28,2020/11/30,107.8031212,1.255701712
6324.T,6.98,120.7,Harmonic DriveSystems Inc,1835531,Add,29,2020/11/30,108.7635054,1.110486255
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-1,2020/11/30,100.9605123,0.161945902
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-2,2020/11/30,101.0672359,0.674970252
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-3,2020/11/30,99.78655283,0.303924267
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-4,2020/11/30,99.89327641,0.907250285
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-5,2020/11/30,98.07897545,1.507374591
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-6,2020/11/30,97.7588047,0.782529785
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-7,2020/11/30,96.05122732,-1.279898722
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-8,2020/11/30,96.69156884,-1.723328555
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-9,2020/11/30,97.65208111,-0.35541843
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-10,2020/11/30,95.94450374,-0.091793979
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-11,2020/11/30,97.11846318,0.571414384
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-12,2020/11/30,94.77054429,-1.128541798
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-13,2020/11/30,95.09071505,0.871345926
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-14,2020/11/30,98.07897545,4.1083426
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-15,2020/11/30,93.9167556,1.892923831
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-16,2020/11/30,94.87726788,3.685520397
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-17,2020/11/30,92.74279616,3.10229289
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-18,2020/11/30,90.07470651,1.946481923
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-19,2020/11/30,90.1814301,3.257543016
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-20,2020/11/30,92.20917823,3.943023233
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-21,2020/11/30,92.63607257,4.042417976
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-22,2020/11/30,91.78228388,2.934067106
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-23,2020/11/30,89.75453575,0.874011632
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-24,2020/11/30,94.23692636,5.27222913
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-25,2020/11/30,93.9167556,5.112157519
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-26,2020/11/30,95.09071505,5.661193098
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-27,2020/11/30,93.59658485,4.441032182
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-28,2020/11/30,93.06296692,3.51363542
6845.T,11.39,237.4,Azbil Corp,5880223,Add,-29,2020/11/30,91.6755603,3.111716224
